deck_id,front_text,back_text,order_num,is_published
81,respond,～に返答する,59,true
81,mention,～について述べる,60,true
81,judge,～を判断する,61,true
81,approach,～に接近する；～に取り組む；方法,62,true
81,admit,～を認める,63,true
81,reflect,～を反映する、～を反射する,64,true
81,perform,～を行う、～を遂行する,65,true
81,bore,～をうんざりさせる,66,true
81,survive,生き残る,67,true
81,represent,～を表す,68,true
81,argue,～と主張する,69,true
81,grant,～を認める、～を与える,70,true
81,indicate,～を指し示す,71,true
81,belong,所属している,72,true
81,acquire,～を習得する,73,true
81,reply,返事をする,74,true
81,feed,～にエサをやる,75,true
81,escape,逃げる,76,true
81,replace,～に取って代わる、～を取り替える,77,true
81,reveal,～を明らかにする,78,true
81,surround,～を取り囲む,79,true
81,suit,～に合う,80,true
81,estimate,～を推定する,81,true
81,aim,～をねらう,82,true
81,earn,～をもうける、かせぐ,83,true
81,decline,衰退する、低下する、～を辞退する,84,true
81,afford,～をする余裕がある,85,true
81,confuse,～を当惑させる,86,true
81,graduate,～を卒業する,87,true
81,vary,変わる、さまざまである,88,true
81,remove,～を移す、取り去る,89,true
81,insist,～と主張する、言い張る,90,true
81,examine,～を調査する,91,true
81,remind,ＡにＢを思い出させる,92,true
81,contribute,～に貢献する、～の一因となる、AをBに寄付する,93,true
81,warn,～に警告する,94,true
81,connect,～をつなぐ,95,true
81,match,～に匹敵する、～に調和する,96,true
81,focus,焦点を合わせる,97,true
81,reject,～を断る,98,true
81,convince,～を納得させる、確信させる,99,true
81,associate,AをBに関連づける、AからBを連想する,100,true
82,rush,急いで行く,101,true
82,stress,～を強調する,102,true
82,attract,～を引きつける,103,true
82,rely,Aに頼る,104,true
82,regret,～を後悔する,105,true
82,adopt,～を採用する,106,true
82,shake,～を振る,107,true
82,hurt,～を傷つける,108,true
82,operate,作動する、～を操作する、手術する,109,true
82,extend,～を広げる、延長する,110,true
82,blame,～を非難する、～のせいにする,111,true
82,consist,Aで構成されている,112,true
82,persuade,～を説得する,113,true
82,admire,～に感心する,114,true
82,disappoint,～を失望させる,115,true
82,expand,拡大する,116,true
82,preserve,～を保護する,117,true
82,struggle,苦闘する、もがく,118,true
82,arrange,～の手はずを整える、～を配列する,119,true
82,disturb,～を妨げる,120,true
82,employ,～を雇う、～を用いる,121,true
82,engage,Aに従事する、Aを行う,122,true
82,abandon,～を捨てる,123,true
82,display,～を展示する、～を表す,124,true
82,encounter,～に偶然出会う,125,true
82,amuse,～を楽しませる,126,true
82,bother,～に面倒をかける、困らせる,127,true
82,concentrate,集中する,128,true
82,adapt,～を適応させる、適応する,129,true
82,puzzle,～を当惑させる,130,true
82,appeal,Aに訴える、～を引きつける,131,true
82,combine,～を結合させる,132,true
82,delay,～を遅らせる,133,true
82,repair,～を修理する,134,true
82,fascinate,～を夢中にさせる,135,true
82,Pardon,～を許す,136,true
82,import,～を輸入する,137,true
82,remark,述べる,138,true
82,reserve,～を予約する、～を取っておく,139,true
82,amaze,～を驚嘆させる,140,true
82,frighten,～をおびえさせる,141,true
82,release,～を解放する、～を発表する,142,true
82,rent,～を賃借りする,143,true
82,recover,Aから回復する,144,true
82,suspect,～ではないかと思う、～を疑う,145,true
82,deliver,～を配達する、渡す、～をする,146,true
82,identify,～の正体をつきとめる、Aと共感する,147,true
82,locate,位置する,148,true
82,manufacture,～を製造する,149,true
82,occupy,～を占める,150,true
82,own,～を所有している,151,true
82,expose,ＡをＢにさらす,152,true
82,translate,～を翻訳する,153,true
82,cure,～を治療する,154,true
82,perceive,～を知覚する,155,true
82,adjust,～に慣れる、調節して合わせる,156,true
82,alarm,～をぎょっとさせる、おびえさせる,157,true
82,assist,～を助ける、～を手伝う,158,true
82,freeze,凍りつく,159,true
82,spoil,～を台無しにする,160,true
82,shift,～を変える,161,true
82,embarrass,～を困惑させる、～に恥ずかしい思いをさせる,162,true
82,approve,賛成する；～を承認する,163,true
82,weigh,～の重さがある、～を比較検討する、よく考える,164,true
82,stretch,～を広げる,165,true
82,participate,Aに参加する,166,true
82,exhibit,～を展示する,167,true
82,owe,AのことはBのおかげだ,168,true
82,celebrate,～を祝う,169,true
82,decorate,～を装飾する,170,true
82,forgive,～を許す,171,true
82,seat,(be seated)座っている,172,true
82,injure,～を傷つける,173,true
82,sew,～を縫う,174,true
82,result,結果,175,true
82,feature,特徴,176,true
82,society,社会、協会、団体,177,true
82,wheel,車輪、ハンドル,178,true
82,value,価値,179,true
82,effect,効果、影響、結果,180,true
82,individual,個人,181,true
82,influence,影響,182,true
82,fee,謝礼、料金,183,true
82,rate,割合、速度,184,true
82,sign,印、兆候,185,true
82,service,公共事業、業務,186,true
82,advance,前進、進歩,187,true
82,laughter,笑い,188,true
82,material,物質,189,true
82,industry,工業,190,true
82,attempt,試み,191,true
82,trade,貿易,192,true
82,progress,進歩、前進,193,true
82,excuse,言い訳,194,true
82,custom,習慣、税関,195,true
82,passage,一節、経過、通行,196,true
82,economy,経済,197,true
82,track,小道、足跡,198,true
82,transportation,交通機関、輸送,199,true
82,official,役人,200,true
83,sight,見ること、光景、視力,201,true
83,taste,味、好み,202,true
83,range,範囲,203,true
83,appointment,約束、予約,204,true
83,patient,患者、忍耐強い,205,true
83,project,計画,206,true
83,favor,好意,207,true
83,appearance,外見、様子、出現,208,true
83,risk,危険,209,true
83,benefit,利益,210,true
83,resident,住民,211,true
83,relative,親族、親戚,212,true
83,region,地域,213,true
83,characteristic,特徴,214,true
83,pain,苦痛,215,true
83,twin,双子の一方、双生児,216,true
83,occasion,場合、機会,217,true
83,principle,原理、原則,218,true
83,department,部門、学科,219,true
83,duty,義務、関税,220,true
83,scene,場面、現場,221,true
83,jam,渋滞,222,true
83,spirit,精神,223,true
83,medium,手段,224,true
83,mass,一般大衆、多くの,225,true
83,audience,聴衆、観客,226,true
83,element,要素、元素,227,true
83,climate,気候,228,true
83,revolution,革命,229,true
83,quarter,4分の1,230,true
83,furniture,家具,231,true
83,brain,脳,232,true
83,atmosphere,大気、雰囲気,233,true
83,property,財産,234,true
83,reward,報酬,235,true
83,security,安全,236,true
83,delight,大喜び,237,true
83,desert,砂漠,238,true
83,background,背景、生い立ち、経歴,239,true
83,trend,傾向,240,true
83,vote,投票,241,true
83,impact,影響、衝撃,242,true
83,institution,機関、制度,243,true
83,interaction,交流,244,true
83,alternative,代わりのもの,245,true
83,harm,害,246,true
83,agency,機関、代理店,247,true
83,capacity,能力,248,true
83,minister,大臣,249,true
83,volunteer,ボランティア,250,true
83,access,利用する権利,251,true
83,quantity,量,252,true
83,branch,枝、支店、支局、部門、分野,253,true
83,common,共通の、普通の,254,true
83,rough,荒い、大雑把な,255,true
83,likely,ありそうな、～する可能性が高い,256,true
83,serious,深刻な,257,true
83,particular,ある特定の、特有の,258,true
83,available,手に入る、利用できる,259,true
83,bilingual,二言語使用の,260,true
83,ready,用意ができた,261,true
83,correct,正しい,262,true
83,familiar,熟知している、くわしい,263,true
83,physical,身体の、肉体の,264,true
83,worth,～の価値がある,265,true
83,involved,～に関係している、参加している,266,true
83,fantastic,すばらしい,267,true
83,private,個人の、私的な,268,true
83,obvious,明白な,269,true
83,native,母国の,270,true
83,complex,複雑な,271,true
83,willing,～する気がある、～してもかまわない,272,true
83,current,最新の,273,true
83,male,男の,274,true
83,proper,適切な,275,true
83,capable,～する能力がある,276,true
83,independent,独立した,277,true
83,positive,積極的な,278,true
83,pleasant,楽しい,279,true
83,significant,重要な,280,true
83,former,前の,281,true
83,chemical,化学的な,282,true
83,upset,動揺している,283,true
83,previous,前の,284,true
83,calm,冷静な,285,true
83,specific,特定の,286,true
83,conscious,意識している,287,true
83,superior,よりすぐれている,288,true
83,efficient,効率がいい,289,true
83,fundamental,基本的な,290,true
83,narrow,狭い,291,true
83,reasonable,理にかなった,292,true
83,nervous,神経質な、不安な,293,true
83,alike,似ている,294,true
83,domestic,家庭の、国内の,295,true
83,negative,否定の,296,true
83,moral,道徳的な,297,true
83,eager,熱望している,298,true
83,remarkable,すばらしい,299,true
83,evil,悪い,300,true
84,awake,目を覚まして,301,true
84,aged,年老いた,302,true
84,anxious,心配して、切望して,303,true
84,tough,たくましい、骨の折れる,304,true
84,nuclear,核の、原子力の,305,true
84,legal,合法の、法律の,306,true
84,curious,好奇心の強い,307,true
84,civil,一般市民の,308,true
84,recent,最近の,309,true
84,senior,上級の、先輩の,310,true
84,afterward,その後,311,true
84,nearly,ほとんど,312,true
84,therefore,それゆえに,313,true
84,exactly,正確に,314,true
84,possibly,ひょっとすると、どうしてもVできない,315,true
84,contrary,反対に,316,true
84,occasionally,時々,317,true
84,somehow,どういうわけか、なぜか,318,true
84,seldom,めったに～ない,319,true
84,thus,それゆえ、そのように,320,true
84,throughout,いたる所に,321,true
84,unlike,～と違って,322,true
84,besides,～に加えて,323,true
84,beyond,～の向こうに；～できる範囲をこえて,324,true
84,within,～以内で,325,true
84,nor,～もない,326,true
84,unless,～しない限り,327,true
84,except,～を除いて,328,true
84,ought,～すべきである,329,true
84,in spite of,～にもかかわらず,330,true
84,whether,～かどうか、～であろうとなかろうと,331,true
84,explain,～を説明する,332,true
84,accept,～を受け入れる,333,true
84,produce,～を生産する,334,true
84,exist,存在する,335,true
84,express,～を表現する,336,true
84,add,～を加える,337,true
84,avoid,～を避ける,338,true
84,marry,～と結婚する,339,true
84,protect,～を守る,340,true
84,affect,～に影響する,341,true
84,determine,～を決定する,342,true
84,solve,～を解決する,343,true
84,contain,～を含んでいる,344,true
84,discuss,～を議論する,345,true
84,ignore,～を無視する,346,true
84,guess,～を推測する,347,true
84,exchange,交換する,348,true
84,satisfy,～を満たす,349,true
84,complain,苦情を言う,350,true
84,achieve,～を達成する,351,true
84,enable,～を可能にする,352,true
84,intend,つもりだ,353,true
84,obtain,～を得る,354,true
84,divide,分割する,355,true
84,annoy,～をいらいらさせる,356,true
84,differ,異なる,357,true
84,educate,～を教育する,358,true
84,borrow,～を借りる,359,true
84,invent,～を発明する,360,true
84,promote,～を促進する,361,true
84,advise,～に忠告する,362,true
84,retire,辞める,363,true
84,permit,～を許す,364,true
84,recommend,～を勧める,365,true
84,apologize,謝る,366,true
84,inform,～に知らせる,367,true
84,oppose,～に反対する,368,true
84,trust,～を信用する,369,true
84,select,～を選ぶ,370,true
84,praise,～をほめる,371,true
84,handle,～に対処する,372,true
84,propose,～を提案する,373,true
84,breathe,～を呼吸する,374,true
84,criticize,～を非難する,375,true
84,overcome,～に打ち勝つ,376,true
84,possess,～を持っている,377,true
84,predict,～を予言する,378,true
84,publish,～を出版する,379,true
84,floating,浮かぶ,380,true
84,recall,～を思い出す,381,true
84,explore,～を探検する,382,true
84,pretend,ふりをする,383,true
84,absorb,～を吸収する,384,true
84,resemble,～に似ている,385,true
84,tear,～を引き裂く,386,true
84,consume,～を消費する,387,true
84,compete,競争する,388,true
84,quit,～をやめる,389,true
84,announce,～を発表する,390,true
84,react,反応する,391,true
84,wander,歩き回る,392,true
84,text,メールを送る,393,true
84,generate,～を生み出す,394,true
84,score,～を取る,395,true
84,government,政府,396,true
84,knowledge,知識,397,true
84,nation,国,398,true
84,effort,努力,399,true
84,period,時代,400,true
85,population,人口,401,true
85,purpose,目的,402,true
85,behavior,行動,403,true
85,lack,不足,404,true
85,skill,技術,405,true
85,quality,質,406,true
85,environment,環境,407,true
85,role,役割,408,true
85,attitude,態度,409,true
85,author,筆者,410,true
85,research,研究,411,true
85,opportunity,機会,412,true
85,source,源,413,true
85,carbon,炭素,414,true
85,shape,形,415,true
85,advantage,利点,416,true
85,method,方法,417,true
85,habit,習慣,418,true
85,detail,細部,419,true
85,distance,距離,420,true
85,crowd,群衆,421,true
85,instance,例,422,true
85,desire,願望,423,true
85,standard,水準,424,true
85,task,仕事,425,true
85,generation,世代,426,true
85,responsibility,責任,427,true
85,experiment,実験,428,true
85,athlete,運動選手,429,true
85,decade,10年,430,true
85,loss,損失,431,true
85,fever,熱,432,true
85,theory,理論,433,true
85,statement,記述,434,true
85,professor,教授,435,true
85,function,機能,436,true
85,surface,表面,437,true
85,envelope,封筒,438,true
85,organization,組織,439,true
85,policy,政策,440,true
85,resource,資源,441,true
85,contrast,対比,442,true
85,flood,洪水,443,true
85,mate,連れ合い,444,true
85,goods,商品,445,true
85,creature,動物,446,true
85,structure,構造,447,true
85,tradition,伝統,448,true
85,weight,体重,449,true
85,charity,慈善,450,true
85,citizen,市民,451,true
85,impression,印象,452,true
85,cartoon,マンガ,453,true
85,career,経歴,454,true
85,site,用地,455,true
85,passenger,乗客,456,true
85,violence,暴力,457,true
85,income,所得,458,true
85,temperature,気温,459,true
85,majority,大多数,460,true
85,origin,起源,461,true
85,literature,文学,462,true
85,equipment,設備,463,true
85,stranger,見知らぬ人,464,true
85,strength,強さ,465,true
85,planet,惑星,466,true
85,fiction,小説,467,true
85,religion,宗教,468,true
85,pollution,汚染,469,true
85,wealth,富,470,true
85,document,文書,471,true
85,profit,もうけ,472,true
85,technique,技術,473,true
85,emotion,感情,474,true
85,phenomenon,現象,475,true
85,horror,恐怖,476,true
85,ladder,はしご,477,true
85,billion,十億,478,true
85,status,地位,479,true
85,youth,若者,480,true
85,confidence,自信,481,true
85,edge,周辺,482,true
85,household,家庭,483,true
85,scholar,学者,484,true
85,survey,調査,485,true
85,vocabulary,語彙,486,true
85,enemy,敵,487,true
85,construction,建設,488,true
85,lecture,講義,489,true
85,instruction,指示,490,true
85,crisis,危機,491,true
85,instrument,器具,492,true
85,crop,作物,493,true
85,weapon,兵器,494,true
85,device,装置,495,true
85,path,道,496,true
85,earthquake,地震,497,true
85,stream,小川,498,true
85,notion,概念,499,true
85,yard,庭,500,true
86,victim,犠牲者,501,true
86,fuel,燃料,502,true
86,ancestor,祖先,503,true
86,soil,土壌,504,true
86,debate,討論,505,true
86,crime,犯罪,506,true
86,colleague,同僚,507,true
86,shelf,棚,508,true
86,analysis,分析,509,true
86,universe,宇宙,510,true
86,electricity,電気,511,true
86,insect,昆虫,512,true
86,web,巣,513,true
86,storm,嵐,514,true
86,plenty,十分な,515,true
86,agriculture,農業,516,true
86,gene,遺伝子,517,true
86,evidence,証拠,518,true
86,consequence,結果,519,true
86,infant,幼児,520,true
86,leisure,暇,521,true
86,cell,細胞,522,true
86,talent,才能,523,true
86,advertising,広告,524,true
86,extent,程度,525,true
86,garbage,ごみ,526,true
86,general,一般,527,true
86,various,さまざまな,528,true
86,similar,似ている,529,true
86,complete,完全な,530,true
86,sharp,急激な,531,true
86,expensive,高価な,532,true
86,political,政治的な,533,true
86,aware,気づいている,534,true
86,ancient,古代の,535,true
86,medical,医学の,536,true
86,essential,不可欠だ,537,true
86,huge,巨大な,538,true
86,terrible,ひどい,539,true
86,practical,実用的な,540,true
86,entire,全,541,true
86,favorite,いちばん好きな,542,true
86,comfortable,快適な,543,true
86,minor,小さい,544,true
86,typical,典型的な,545,true
86,ideal,理想的な,546,true
86,principal,主要な,547,true
86,appropriate,適切な,548,true
86,empty,からの,549,true
86,rapid,急速な,550,true
86,mental,精神の,551,true
86,excellent,すばらしい,552,true
86,convenient,都合がいい,553,true
86,potential,潜在的な,554,true
86,financial,財政的な,555,true
86,enormous,莫大な,556,true
86,rare,珍しい,557,true
86,artificial,人工,558,true
86,tiny,ちっちゃな,559,true
86,considerable,かなりの,560,true
86,sensitive,敏感な,561,true
86,intellectual,知的な,562,true
86,thirsty,のどが渇く,563,true
86,polite,礼儀正しい,564,true
86,accurate,正確な,565,true
86,rude,失礼な,566,true
86,sufficient,十分な,567,true
86,urban,都会の,568,true
86,temporary,一時的な,569,true
86,primitive,原始的な,570,true
86,permanent,永久,571,true
86,elderly,高齢の,572,true
86,severe,厳しい,573,true
86,brief,簡潔な,574,true
86,mobile,流動的な,575,true
86,latest,最新の,576,true
86,military,軍事的な,577,true
86,strict,厳しい,578,true
86,solid,固体の,579,true
86,stupid,ばかな,580,true
86,biological,生物,581,true
86,probably,おそらく,582,true
86,hardly,ほとんど～ない,583,true
86,immediately,すぐに,584,true
86,eventually,ついに,585,true
86,frequently,しばしば,586,true
86,extremely,非常に,587,true
86,gradually,だんだん,588,true
86,instantly,すぐに,589,true
86,nevertheless,それにもかかわらず,590,true
86,moreover,その上,591,true
86,relatively,比較的,592,true
86,apparently,一見,593,true
86,definitely,絶対,594,true
86,largely,主に,595,true
86,mostly,大部分は,596,true
86,approximately,およそ,597,true
86,overnight,一晩,598,true
86,accidentally,偶然,599,true
86,despite,にもかかわらず,600,true
87,proceed,進む,601,true
87,ensure,～を確実にする,602,true
87,interpret,～を解釈する,603,true
87,cease,～しなくなる,604,true
87,ban,（公式に）～を禁止する,605,true
87,obey,～に従う,606,true
87,eliminate,(不要なもの)を除去する,607,true
87,resist,～に抵抗する,608,true
87,accompany,〈人〉に同伴する,609,true
87,commit,〈罪など〉を犯す、～をゆだねる、委任する、(本気で)取り組む,610,true
87,pursue,～を追求する,611,true
87,demonstrate,(証明などが)～を明らかに示す,612,true
87,bet,きっと～だと思う,613,true
87,ruin,～を台無しにする、破壊する,614,true
87,threaten,～を脅迫する,615,true
87,attach,AをBにくっつける,616,true
87,reverse,～を反対にする、逆転する,617,true
87,restrict,～を制限する,618,true
87,compose,～を組み立てる,619,true
87,lean,よりかかる、もたれる,620,true
87,substitute,～を代わりに用いる,621,true
87,trace,～の跡をたどる,622,true
87,interrupt,～を妨げる,623,true
87,confront,～の前に立ちふさがる、～に立ち向かう,624,true
87,illustrate,～を（例で）示す,625,true
87,arrest,～を逮捕する,626,true
87,stimulate,～を刺激する,627,true
87,assure,（～を）保証する,628,true
87,consult,～に相談する、～を参照する,629,true
87,depress,～を憂鬱にさせる,630,true
87,crash,激突する,631,true
87,inspire,～を奮起させる、やる気にさせる,632,true
87,specialize,Aを専門にする、専攻する,633,true
87,cultivate,(植物)を栽培する、(感情・能力などを)育む,634,true
87,fulfill,(約束・夢など)を果たす,635,true
87,transmit,～を送る、伝える,636,true
87,found,～を創立する、設立する,637,true
87,clap,(手など)をたたく,638,true
87,burst,破裂する、突然～しだす,639,true
87,bow,おじぎする,640,true
87,dismiss,(考えなど)を無視する、(人)を解雇する、解散する,641,true
87,breed,～を繁殖させる、繁殖する,642,true
87,prohibit,〈法・団体が〉～を禁じる,643,true
87,oblige,～に強いる,644,true
87,qualify,Aに適任である,645,true
87,invest,（金）を投資する,646,true
87,grasp,～を理解する,647,true
87,collapse,崩壊する,648,true
87,overlook,～を見落とす、～を見逃す,649,true
87,accuse,～を非難する,650,true
87,frustrate,〈人〉を欲求不満にさせる,651,true
87,deprive,AからBを奪う,652,true
87,astonish,～を驚嘆させる,653,true
87,register,～を登録する,654,true
87,correspond,一致する,655,true
87,cast,～を投げる,656,true
87,attribute,AはBのおかげだと思う,657,true
87,neglect,～を無視する、怠る,658,true
87,starve,飢える,659,true
87,resolve,(問題など)を解決する,660,true
87,impose,AをBに課す、押し付ける,661,true
87,convert,～を転換する,662,true
87,scare,～をおびえさせる,663,true
87,constitute,～を構成する、占める、～である,664,true
87,appoint,～を任命する,665,true
87,imply,～を(暗に)意味する,666,true
87,assign,(仕事・物)を割り当てる,667,true
87,nod,うなずく,668,true
87,elect,～を選挙で選ぶ,669,true
87,transfer,～を移す,670,true
87,rob,AからBを奪う,671,true
87,capture,～を捕らえる,672,true
87,undertake,（仕事など）を引き受ける,673,true
87,drown,おぼれ死ぬ,674,true
87,split,～を割る、分裂する,675,true
87,resort,Aに訴える,676,true
87,descend,下る、降りる,677,true
87,irritate,～をいらだたせる,678,true
87,pronounce,〈単語など〉を発音する,679,true
87,equip,～を装備させる,680,true
87,cheat,いかさまをする,681,true
87,emerge,〈隠れていたものが〉現れる,682,true
87,devote,～をささげる,683,true
87,heal,〈けがなど〉を治す、治る,684,true
87,urge,～に強く迫る、～を説得する,685,true
87,envy,～をうらやむ,686,true
87,chase,～を追いかける,687,true
87,prompt,～を促す,688,true
87,withdraw,～を引っ込める、引きこもる、退く、(預金など)を引き出す,689,true
87,detect,～を探知する、～を発見する,690,true
87,interfere,Aを邪魔する,691,true
87,kid,冗談を言う、からかう,692,true
87,launch,(ロケットなど)を打ち上げる,693,true
87,endanger,～を危険にさらす,694,true
87,foster,～を促進する、育成する,695,true
87,diminish,減少する、衰える、～を減らす,696,true
87,spill,～をこぼす,697,true
87,infect,〈人〉に感染する,698,true
87,stem,Aから生じる、Aに由来する,699,true
87,tap,～を軽くたたく,700,true
88,embrace,受け入れる、含む,701,true
88,proportion,比率,702,true
88,contract,契約,703,true
88,chest,胸,704,true
88,treasure,財宝,705,true
88,stock,株(式),706,true
88,facility,設備、施設,707,true
88,sum,金額、合計、要約,708,true
88,rank,地位,709,true
88,democracy,民主主義、民主国家,710,true
88,emergency,緊急事態,711,true
88,protest,抗議,712,true
88,immigrant,移民,713,true
88,vehicle,車、乗り物、手段,714,true
88,routine,決まりきった仕事、日課,715,true
88,stuff,物,716,true
88,row,列,717,true
88,profile,プロフィール、人物紹介、横顔,718,true
88,dawn,夜明け,719,true
88,welfare,福祉,720,true
88,perspective,見方,721,true
88,enthusiasm,熱意、情熱,722,true
88,faith,信頼,723,true
88,occupation,職業、占領,724,true
88,witness,証人、目撃者,725,true
88,kingdom,王国,726,true
88,equivalent,同等のもの、相当するもの,727,true
88,objective,目的、目標、客観的な,728,true
88,pile,積み重ね,729,true
88,shelter,避難(所),730,true
88,trial,試み、裁判,731,true
88,honor,名誉,732,true
88,territory,領土、なわ張り,733,true
88,frame,わく,734,true
88,border,国境地帯,735,true
88,statistics,統計(学),736,true
88,enterprise,企業、事業,737,true
88,context,文脈、状況,738,true
88,load,荷物,739,true
88,grain,穀物,740,true
88,review,再検討,741,true
88,prejudice,偏見,742,true
88,strain,負担,743,true
88,trap,わな、閉じ込められる、わなにかける,744,true
88,temper,気性,745,true
88,slave,奴隷,746,true
88,wound,傷,747,true
88,divorce,離婚,748,true
88,tune,曲,749,true
88,height,高さ、最盛期,750,true
88,faculty,学部、能力,751,true
88,span,期間,752,true
88,dimension,側面、要素、次元,753,true
88,version,型、...版、翻訳、説明,754,true
88,parallel,類似(物)、匹敵するもの,755,true
88,horizon,地平線,756,true
88,acquaintance,知人,757,true
88,burden,重荷,758,true
88,basis,基礎、根拠、方式、やり方,759,true
88,poison,毒,760,true
88,constitution,憲法,761,true
88,administration,経営、行政,762,true
88,charm,魅力,763,true
88,organ,臓器、器官,764,true
88,prey,獲物、えじき,765,true
88,venture,冒険的事業,766,true
88,mission,使命、任務,767,true
88,inquiry,調査、質問、問い合わせ,768,true
88,award,賞,769,true
88,strip,細長い一片,770,true
88,distress,苦しみ、悲嘆、苦難,771,true
88,circulation,循環、流通、発行部数,772,true
88,shade,陰、日陰,773,true
88,stereotype,典型的なイメージ、類型、固定観念,774,true
88,client,依頼人,775,true
88,output,生産高,776,true
88,lord,神,777,true
88,convention,慣習、しきたり、会議、大会,778,true
88,mine,鉱山,779,true
88,craft,工芸、技術、巧みに作る,780,true
88,core,中心、核心,781,true
88,stroke,脳卒中、発作、打撃、一撃、なでる,782,true
88,frontier,国境,783,true
88,peer,同僚、じっと見る,784,true
88,vessel,血管、船、器,785,true
88,disability,障害,786,true
88,gravity,重力,787,true
88,ethic,倫理(学),788,true
88,terminal,終点,789,true
88,tide,潮流、潮の干満,790,true
88,abuse,虐待,791,true
88,guilty,有罪の、罪の意識がある,792,true
88,vital,きわめて重要な、必要な、活気のある,793,true
88,fellow,仲間の,794,true
88,contemporary,現代の,795,true
88,annual,年に１度の、１年間の,796,true
88,accustomed,慣れた,797,true
88,steady,しっかりした,798,true
88,dull,退屈させる,799,true
88,keen,熱望して、鋭い,800,true
89,loose,ゆるい,801,true
89,delicate,繊細な、微妙で難しい,802,true
89,internal,内部の、国内の,803,true
89,casual,形式ばらない、気楽な,804,true
89,mature,成熟した,805,true
89,concrete,具体的な,806,true
89,awful,ひどい,807,true
89,exhausted,疲れ切っている,808,true
89,overall,全面的な、全体的な,809,true
89,tight,引き締まった、きつい,810,true
89,prime,最も重要な、主要な,811,true
89,genuine,本物の、真の、心からの,812,true
89,modest,控えめな、謙虚な、わずかな,813,true
89,intimate,親密な,814,true
89,minimum,最小限の,815,true
89,sophisticated,高度な,816,true
89,latter,後者の,817,true
89,bitter,苦い、つらい、腹を立てた,818,true
89,peculiar,独特の、固有の,819,true
89,passive,受動的な、消極的な,820,true
89,ethnic,民族的な、民族の,821,true
89,noble,高貴な,822,true
89,vain,むだな,823,true
89,innocent,無罪の、罪のない、無邪気な,824,true
89,underlying,根本的な,825,true
89,alien,外国の、異質な,826,true
89,relevant,関連のある,827,true
89,inclined,Ｖする傾向がある、Ｖしたい気がある,828,true
89,awkward,気まずい,829,true
89,brilliant,すばらしい,830,true
89,desperate,必死の,831,true
89,refreshing,さわやかな,832,true
89,thrilled,とてもうれしい,833,true
89,inner,内側の,834,true
89,consistent,矛盾のない、一致した,835,true
89,plain,明白な、わかりやすい,836,true
89,vivid,鮮やかな,837,true
89,miserable,惨めな,838,true
89,substantial,相当な、多大な,839,true
89,fond,Aが好きだ,840,true
89,FALSE,まちがいの,841,true
89,lazy,怠惰な,842,true
89,precisely,正確に、まさに、ちょうど,843,true
89,meanwhile,その間に,844,true
89,altogether,完全に,845,true
89,lately,最近,846,true
89,barely,かろうじて,847,true
89,scarcely,ほとんど～ない,848,true
89,accordingly,それ相応に,849,true
89,deliberately,わざと,850,true
89,beneath,～の下で,851,true
89,whereas,～だが一方,852,true
89,declare,～を宣言する,853,true
89,alter,～を変える,854,true
89,arise,生じる,855,true
89,transform,変える,856,true
89,defeat,～を打ち負かす,857,true
89,investigate,～を調査する,858,true
89,distinguish,～を見分ける,859,true
89,bury,～を埋める,860,true
89,cope,うまく対処する,861,true
89,occur,起こる,862,true
89,accomplish,～をやりとげる,863,true
